
CHRISTUS St. Vincent Regional Medical Center|455 St. Michael's DriveSanta Fe, New Mexico 87505-7663|https://www.christushealth.org/st-vincent

CHWC Bryan Hospital|433 W. High StreetBryan, Ohio 43506-1679|

CJW Medical Center - Chippenham Campus|7101 Jahnke RoadRichmond, Virginia 23225|http://chippenhammed.com

CJW Medical Center - Johnston-Willis Campus|1401 Johnston Willis DriveRichmond, Virginia 23235|http://johnstonwillismed.com

COMMUNITY HOSPITAL OF SAN BERNARDINO|1805 MEDICAL CENTER DRIVESAN BERNARDINO, California 92411-1214|http://chsb.org

Cabell Huntington Hospital|1340 Hal Greer BlvdHuntington, West Virginia 25701-0195|

Caldwell UNC Healthcare|321 Mulberry St SWLenoir, North Carolina 28645-5720|http://caldwellmemorial.org

California Hospital Medical Center|1401 S. Grand AvenueLos Angeles, California 90015-3010|https://locations.dignityhealth.org/dignity-health-california-hospital-medical-center?utm_source=LocalSearch&utm_medium=Facility

California Pacific Medical Center - Davies Campus|Castro Street and Duboce StreetSan Francisco, California 94114|

California Pacific Medical Center - Mission Bernal Campus|3555 Cesar Chavez StreetSan Francisco, California 94110-4490|

CalvertHealth Medical Center|100 Hospital RoadPrince Frederick, Maryland 20678-9675|http://www.calverthealthmedicine.org

Cambridge Medical Center|701 S. Dellwood StreetCambridge, Minnesota 55008-1920|

Camden Clark Medical Center|800 Garfield AvenueParkersburg, West Virginia 26101-5378|

Cameron Regional Medical Center|1600 E. Evergreen StreetCameron, Missouri 64429-1498|

Campbell County Health|501 S. Burma AvenueGillette, Wyoming 82716-3426|http://www.cchwyo.org

Candler Hospital|5353 Reynolds StreetSavannah, Georgia 31405-6013|

Canonsburg General Hospital|100 Medical BoulevardCanonsburg, Pennsylvania 15317-9762|https://www.ahn.org/locations/canonsburg-hospital

Canton-Potsdam Hospital|50 Leroy StreetPotsdam, New York 13676-1799|http://www.cphospital.org

Canyon Vista Medical Center|5700 East Highway 90Sierra Vista, Arizona 85635|http://www.canyonvistamedicalcenter.com

Cape Canaveral Hospital|701 W. Cocoa Beach CausewayCocoa Beach, Florida 32931|http://www.hf.org

Cape Cod Hospital|27 Park StreetHyannis, Massachusetts 02601|http://capecodhealth.org

Cape Coral Hospital|636 Del Prado BlvdCape Coral, Florida 33990-2695|http://www.leehealth.org/

Cape Fear Valley Medical Center|1638 Owen DriveFayetteville, North Carolina 28304|http://www.capefearvalley.com/home/index.html

Cape Regional Medical Center|2 Stone Harbor BoulevardCape May Court House, New Jersey 08210-9990|http://www.caperegional.com/

Capital Health Medical Center - Hopewell|One Capital WayPennington, New Jersey 08534|http://www.capitalhealth.org

Capital Health Regional Medical Center|750 Brunswick AvenueTrenton, New Jersey 08638-4174|http://www.capitalhealth.org

Capital Medical Center|3900 Capital Mall Drive SWOlympia, Washington 98502-5026|http://capitalmedical.com

Capital Region Medical Center|1125 Madison StreetJefferson City, Missouri 65101-5200|

Capital Regional Medical Center|2626 Capital Medical Blvd.Tallahassee, Florida 32308-4499|http://www.capitalregionalmedicalcenter.com

CarePoint Health-Bayonne Medical Center|29 E. 29th StreetBayonne, New Jersey 07002-4699|http://www.carepointhealth.org

CarePoint Health-Christ Hospital|176 Palisade AvenueJersey City, New Jersey 07306-1196|http://carepointhealth.org

Carepoint Health-Hoboken University Medical Center|308 Willow AvenueHoboken, New Jersey 07030-3889|http://www.carepointhealth.org/hoboken-university-medical-center

Carilion New River Valley Medical Center|2900 Lamb CircleChristiansburg, Virginia 24073-5041|http://carilionclinic.org

Carilion Roanoke Memorial Hospital|1906 Belleview AvenueRoanoke, Virginia 24014|http://www.carilionclinic.org

Carle BroMenn Medical Center|1304 Franklin AvenueNormal, Illinois 61761|

Carle Foundation Hospital|611 W. Park StreetUrbana, Illinois 61801-2595|http://www.carle.org

Carle Richland Memorial Hospital|800 E. Locust StreetOlney, Illinois 62450-2553|

Carlsbad Medical Center|2430 West Pierce StreetCarlsbad, New Mexico 88220-3597|http://www.carlsbadmedicalcenter.com

Carney Hospital|2100 Dorchester AvenueDorchester, Massachusetts 02124-5615|http://carneyhospital.org

CaroMont Regional Medical Center|2525 COURT DRGASTONIA, North Carolina 28054-2142|http://www.caromonthealth.org

Carolina Pines Regional Medical Center|1304 W. BoBo Newsom HighwayHartsville, South Carolina 29550-4710|http://cprmc.com

CarolinaEast Medical Center|2000 Neuse BoulevardNew Bern, North Carolina 28561|http://carolinaeasthealth.com

Carolinas Medical Center|1000 Blythe BoulevardCharlotte, North Carolina 28203-5871|http://atriumhealth.org/locations/carolinas-medical-center

Carolinas Medical Center - Mercy|2001 Vail AveCharlotte, North Carolina 28207-1289|https://atriumhealth.org/locations/detail/atrium-health-mercy

Carondelet St. Joseph's Hospital|350 North Wilmot RoadTucson, Arizona 85711-2678|http://carondelet.org

Carondelet St. Mary's Hospital|1601 West St Mary's RoadTucson, Arizona 85745-2682|http://www.carondelet.org

Carroll Hospital Center|200 Memorial AvenueWestminster, Maryland 21157-5799|http://www.lifebridgehealth.org/carroll/carroll.aspx

Carrollton Regional Medical Center|4343 N. Josey LaneCarrollton, Texas 75010-4691|

Carson Tahoe Regional Medical Center|1600 Medical ParkwayCarson City, Nevada 89703|http://www.carsontahoe.com

Carteret Health Care|3500 Arendell StMorehead City, North Carolina 28557-1619|http://www.carterethealth.org

Cartersville Medical Center|960 Joe Frank Harris ParkwayCartersville, Georgia 30120-2129|http://cartersvillemedical.com

Cary Medical Center|163 Van Buren RoadCaribou, Maine 04736-2599|http://carymedicalcenter.org

Cascade Valley Hospital|330 S. Stillaguamish AvenueArlington, Washington 98223-1642|

Castleview Hospital|300 North Hospital DrivePrice, Utah 84501-4200|http://castleviewhospital.net

Catawba Valley Medical Center|810 Fairgrove Church RdHickory, North Carolina 28602-9643|http://www.catawbavalleyhealth.org/

Catholic Health System - Kenmore Mercy Hospital|2950 Elmwood AvenueKenmore, New York 14217-1390|https://www.chsbuffalo.org/

Catholic Health System - Mercy Hospital of Buffalo|565 Abbott RoadBuffalo, New York 14220-2095|https://www.chsbuffalo.org/

Catholic Health System - Mount St. Mary's Hospital|5300 Military RoadLewiston, New York 14092-1903|https://www.chsbuffalo.org/

Catholic Health System - Sisters of Charity Hospital|2157 Main StreetBuffalo, New York 14214-2692|https://www.chsbuffalo.org/

Catholic Health System -Sisters Hospital - St. Joseph Campus|2605 Harlem RoadCheektowaga, New York 14225|https://www.chsbuffalo.org/

Catholic Medical Center|100 McGregor StreetManchester, New Hampshire 03102-3770|

Cayuga Medical Center at Ithaca|101 Dates DriveIthaca, New York 14850-1342|

Cedar City Hospital|1303 North Main StreetCedar City, Utah 84720-3462|https://intermountainhealthcare.org/locations/cedar-city-hospital/

Cedar Park Regional Medical Center|1401 Medical ParkwayCedar Park, Texas 78613-7763|http://www.cedarparkregional.com

Cedars-Sinai Marina Del Rey Hospital|4650 Lincoln BoulevardMarina Del Rey, California 90292-6360|

Cedars-Sinai Medical Center|8700 Beverly BoulevardLos Angeles, California 90048-1865|

Centennial Hills Hospital Medical Center|6900 N. Durango DriveLas Vegas, Nevada 89149|https://www.centennialhillshospital.com/

Centerpoint Medical Center|19600 E. 39th StreetIndependence, Missouri 64057|http://centerpointmedical.com

Centinela Hospital Medical Center|555 E. Hardy StreetInglewood, California 90301-4011|http://www.centinelamed.com

Centra Lynchburg General Hospital|1901 Tate Springs RoadLynchburg, Virginia 24501|https://www.centrahealth.com/

Centra Southside Community Hospital|800 Oak StreetFarmville, Virginia 23901-1199|https://www.centrahealth.com/

Centra Virginia Baptist Hospital|3300 Rivermont AvenueLynchburg, Virginia 24503|https://www.centrahealth.com/

CentraState Medical Center|901 W. Main StreetFreehold, New Jersey 07728-2549|http://centrastate.com

Central Florida Regional Hospital|1401 West Seminole BoulevardSanford, Florida 32771-6764|http://centralfloridaregional.com

Central Harnett Hospital|215 Brightwater DrLillington, North Carolina 27546|http://harnetthealth.org

Central Maine Medical Center|300 Main StreetLewiston, Maine 04240-0305|http://www.cmmc.org

Central Peninsula General Hospital|250 Hospital PlaceSoldotna, Alaska 99669-6999|http://www.cpgh.org

Central Vermont Medical Center|130 Fisher RoadBerlin, Vermont 05602-9516|

Central Washington Hospital|1201 S. Miller StreetWenatchee, Washington 98801-1948|

Centura Health -St. Anthony Hospital|11600 West  2nd PlaceLakewood, Colorado 80228|http://centura.org

Centura Health Castle Rock Adventist Hospital|2350 Meadows Blvd.Castle Rock, Colorado 80109|https://www.centura.org/locations/castle-rock-adventist-hospital

Centura Health-Avista Adventist Hospital|100 Health Park DriveLouisville, Colorado 80027-9583|https://www.centura.org/locations/avista-adventist-hospital

Centura Health-Littleton Adventist Hospital|7700 S. BroadwayLittleton, Colorado 80122-2628|http://mylittletonhospital.org

Centura Health-Longmont United Hospital|1950 W. Mountain View AvenueLongmont, Colorado 80501-3162|https://www.centura.org/locations/longmont-united-hospital?utm_source=yext&utm_medium=organic_google&utm_term=LONGMONT_UNITED_HO

Centura Health-Mercy Regional Medical Center|1010 Three Springs BoulevardDurango, Colorado 81301-5089|https://www.centura.org/locations/mercy-regional-medical-center

Centura Health-Parker Adventist Hospital|9395 Crown Crest BlvdParker, Colorado 80138|https://www.centura.org/

Centura Health-Penrose Hospital|2222 N. Nevada AvenueColorado Springs, Colorado 80907-6799|http://www.centura.org/locations/penrose-st-francis-healthservices

Centura Health-Porter Adventist Hospital|2525 S. Downing StreetDenver, Colorado 80210-5876|http://porterhospital.org

Centura Health-St. Anthony North Hospital|14300 Orchard ParkwayWestminster, Colorado 80023|https://www.centura.org/locations/st-anthony-north-health-campus

Centura Health-St. Anthony Summit Medical Center|340 Peak One DriveFrisco, Colorado 80443|https://www.centura.org/locations/st-anthony-summit-medical-center?utm_source=yext&utm_medium=organic_google&utm_term=ST_ANTHONY

Centura Health-St. Catherine Hospital|401 East Spruce StreetGarden City, Kansas 67846-5679|https://www.centura.org/locations/st-catherine-hospital?utm_source=yext&utm_medium=organic_google&utm_term=STCATHERINE_HOSPITAL&

Centura Health-St. Francis Medical Center|6001 E. Woodmen RdColorado Springs, Colorado 80923|http://Centura.org

Centura Health-St. Mary Corwin Medical Center|1008 Minnequa AvenuePueblo, Colorado 81004-3798|http://www.stmarycorwin.org

Champlain Valley Physicians Hospital|75 Beekman StreetPlattsburgh, New York 12901-1438|

Chan Soon-Shiong Medical Center at Windber|600 Somerset AvenueWindber, Pennsylvania 15963-1331|

Chandler Regional Medical Center|1955 W. Frye Rd.Chandler, Arizona 85224-4230|http://dignityhealth.org/arizona/location/chandlerregional

Chapman Global Medical Center|2601 E. Chapman AvenueOrange, California 92869-3206|https://chapmanglobalmedicalcenter.com/

Charlotte Hungerford Hospital|540 Litchfield StreetTorrington, Connecticut 06790-0988|https://charlottehungerford.org

Charlton Memorial Hospital|363 Highland AvenueFall River, Massachusetts 02720-3703|http://www.southcoast.org

Chesapeake Regional Medical Center|736 N. Battlefield BoulevardChesapeake, Virginia 23320-4941|https://chesapeakeregional.com/

Cheshire Medical Center|580 Court StreetKeene, New Hampshire 03431-1718|

Chester County Hospital|701 East Marshall StreetWest Chester, Pennsylvania 19380-4412|http://www.chestercountyhospital.org

Chestnut Hill Hospital|8835 Germantown AvenuePhiladelphia, Pennsylvania 19118-2718|

Cheyenne Regional Medical Center - West Campus|214 E. 23rd StreetCheyenne, Wyoming 82001-3790|

Chilton Medical Center|97 W. ParkwayPompton Plains, New Jersey 07444-1696|http://www.atlantichealth.org/Chilton/

Chinese Hospital|845 Jackson StreetSan Francisco, California 94133-4899|http://chinesehospital-sf.org

Christian Hospital|11133 Dunn RoadSt. Louis, Missouri 63136-6119|

Christiana Care Health System - Christiana Hospital|4755 Ogletown-Stanton RoadNewark, Delaware 19718-0002|http://christianacare.org

Christiana Care Health System - Wilmington Hospital|501 W. 14th St.Wilmington, Delaware 19801|http://christianacare.org

Citizens Medical Center|2701 Hospital DriveVictoria, Texas 77901-5749|

Citizens Memorial Hospital|1500 North Oakland AvenueBolivar, Missouri 65613-3011|http://www.citizensmemorial.com

Citrus Memorial Hospital|502 West Highland BoulevardInverness, Florida 34452|http://www.citrusmh.com/

City Hospital at White Rock|9440 Poppy DriveDallas, Texas 75218-3694|http://cityhospital.co

Clara Maass Medical Center|1 Clara Maass DriveBelleville, New Jersey 07109-3557|https://www.rwjbh.org/clara-maass-medicalcenter

Clarion Hospital|One Hospital DriveClarion, Pennsylvania 16214-8501|https://www.clarionhospital.org

Clark Memorial Hospital|1220 Missouri AvenueJeffersonville, Indiana 47130-3743|http://clarkmemorial.org

Clark Regional Medical Center|175 Hospital DriveWinchester, Kentucky 40391-1138|http://clarkregional.org

Claxton-Hepburn Medical Center|214 King StreetOgdensburg, New York 13669-1142|

Cleveland Clinic Akron General Medical Center|1 Akron General AveAkron, Ohio 44307-2433|http://my.clevelandclinic.org/locations/akron-general

Cleveland Clinic Avon Hospital|33300 Cleveland Clinic BlvdAvon, Ohio 44011|https://my.clevelandclinic.org/location/avon-hospital

Cleveland Clinic Foundation|9500 Euclid AvenueCleveland, Ohio 44195-5108|http://www.clevelandclinic.org

Cleveland Clinic Health System - Euclid Hospital|18901 Lakeshore BoulevardEuclid, Ohio 44119-1090|http://clevelandclinic.org

Cleveland Clinic Health System - Fairview Hospital|18101 Lorain AvenueCleveland, Ohio 44111-5656|https://my.clevelandclinic.org/locations/fairview-hospital

Cleveland Clinic Health System - Hillcrest Hospital|6780 Mayfield RoadMayfield Heights, Ohio 44124-2202|https://my.clevelandclinic.org/

Cleveland Clinic Health System - Lutheran Hospital|1730 W. 25th StreetCleveland, Ohio 44113-3170|http://my.clevelandclinic.ord/locations/lutheran-hospital

Cleveland Clinic Health System - Marymount Hospital|12300 McCracken RoadGarfield Heights, Ohio 44125-2975|https://my.clevelandclinic.org/locations/marymount-hospital

Cleveland Clinic Health System - Medina General Hospital|1000 E. Washington StreetMedina, Ohio 44256-2170|http://clevelandclinic.org/locations/medina-hospital

Cleveland Clinic Health System - South Pointe Hospital|20000 Harvard RoadWarrensville Heights, Ohio 44122-7099|http://myclevelandclinic.org/location.south-pointe-hospital

Cleveland Clinic Hospital Weston|3100 Cleveland Clinic BlvdWeston, Florida 33331-3602|https://my.clevelandclinic.org/florida

Cleveland Clinic Indian River Hospital|1000 36th StreetVero Beach, Florida 32960-6592|http://ccirh.org/

Cleveland Clinic Martin North Hospital|200 Southeast Hospital AvenueStuart, Florida 34994-2346|http://www.martinhealth.org

Cleveland Clinic Martin South Hospital|2100 Southeast Salerno RoadStuart, Florida 34997|http://www.martinhealth.org

Mercy Medical Center|1320 Mercy Drive NWCanton, Ohio 44708-2641|http://www.cantonmercy.org

Cleveland Clinic Tradition Hospital|10000 SW Innovation WayPort St. Lucie, Florida 34987|http://www.martinhealth.org

Cleveland Clinic Union Hospital|659 Boulevard StreetDover, Ohio 44622-2077|http://www.unionhospital.org

Clifton Springs Hospital and Clinic|2 Coulter RoadClifton Springs, New York 14432-1189|

Clinch Valley Medical Center|6801 Governor G. C. Peery HighwayRichlands, Virginia 24641-2194|http://www.clinchvalleyhealth.com/

Clinton Memorial Hospital|610 W. Main StreetWilmington, Ohio 45177-0600|http://www.cmhregional.com

Clovis Community Medical Center|2755 Herndon AvenueClovis, California 93611-6800|

Coast Plaza Hospital|13100 Studebaker RoadNorwalk, California 90650-2531|

Coffee Regional Medical Center|1101 Ocilla RoadDouglas, Georgia 31533-3617|http://www.coffeeregional.org

Coffeyville Regional Medical Center|1400 West 4th StreetCoffeyville, Kansas 67337|

Coliseum Medical Centers|350 HOSPITAL DRMacon, Georgia 31217-3871|http://coliseumhealthsystem.com

Coliseum Northside Hospital|400 CHARTER BLVDMacon, Georgia 31210-4853|http://coliseumhealthsystem.com

College Medical Center|2776 Pacific AveLong Beach, California 90806|

Colleton Medical Center|501 Robertson BoulevardWalterboro, South Carolina 29488-5714|https://colletonmedical.com

Colorado Plains Medical Center|1000 Lincoln StreetFort Morgan, Colorado 80701-3298|https://www.coloradoplainsmedicalcenter.com

Colquitt Regional Medical Center|3131 South Main STMoultrie, Georgia 31768-6701|http://colquittregional.com

Columbia Memorial Hospital|71 Prospect AvenueHudson, New York 12534-2907|

Columbus Community Hospital|4600 38th StreetColumbus, Nebraska 68601|

Columbus Regional Healthcare System|500 Jefferson StWhiteville, North Carolina 28472-9987|http://www.crhealthcare.org

Columbus Regional Hospital|2400 E. 17th StreetColumbus, Indiana 47201-5360|

Comanche County Memorial Hospital|3401 West Gore BoulevardLawton, Oklahoma 73505-6300|http://ccmhhealth.com

Community First Medical Center|5645 W. Addison StreetChicago, Illinois 60634-4455|http://www.cfmedicalcenter.com

Community Health Center of Branch County dba ProMedica Coldwater Regional Hospital|274 E. Chicago StreetColdwater, Michigan 49036-2088|http://promedica.org

Community Hospital|901 MacArthur BoulevardMunster, Indiana 46321-2959|

Community Hospital|2351 G RoadGrand Junction, Colorado 81501-2999|

Community Hospital - South Campus|3100 SW 89th StreetOklahoma City, Oklahoma 73159-7900|

Community Hospital Anderson|1515 N. Madison AvenueAnderson, Indiana 46011-3453|

Community Hospital East|1500 N. Ritter AvenueIndianapolis, Indiana 46219-3095|

Community Hospital North|7150 Clearvista DriveIndianapolis, Indiana 46256|

Community Hospital South|1402 East County Line RoadIndianapolis, Indiana 46227|

Community Hospital of the Monterey Peninsula|23625 Holman HighwayMonterey, California 93940|https://www.chomp.org/

Community Howard Regional Health|3500 S. Lafountain StreetKokomo, Indiana 46902|

Community Medical Center|99 Route 37 W.Toms River, New Jersey 08755|https://www.rwjbh.org/community-medicaI-center/

Community Memorial Hospital|147 N. Brent StreetVentura, California 93003-2854|http://cmhshealth.org

Community Regional Medical Center|2823 Fresno StreetFresno, California 93721-1324|

Concord Hospital|250 Pleasant StreetConcord, New Hampshire 03301-2598|

Cone Health -Moses H. Cone Memorial Hospital|1200 N Elm StGreensboro, North Carolina 27401-1020|http://www.conehealth.com

Coney Island Hospital|2601 Ocean ParkwayBrooklyn, New York 11235-7795|https://www.nychealthandhospitals.org/coneyisland/

Contra Costa Regional Medical Center|2500 Alhambra AvenueMartinez, California 94553-3156|https://cchealth.org

Conway Medical Center|300 Singleton Ridge RoadConway, South Carolina 29526-9175|http://www.conwaymedicalcenter.com

Conway Regional Medical Center|2302 College AvenueConway, Arkansas 72034|

Cookeville Regional Medical Center|1 Medical Center BoulevardCookeville, Tennessee 38501-1795|

Cooley Dickinson Hospital|30 Locust StreetNorthampton, Massachusetts 01061-5001|http://www.cooleydickinson.org/

Cooper University Hospital|1 Cooper PlazaCamden, New Jersey 08103-1489|http://www.Cooperhealth.org

Coosa Valley Medical Center|315 W. Hickory StreetSylacauga, Alabama 35150-2996|

Coral Gables Hospital|3100 Douglas RoadCoral Gables, Florida 33134-6990|http://coralgableshospital.com

Corona Regional Medical Center|800 S. Main StreetCorona, California 92882-3420|http://www.coronaregional.com

Corpus Christi Medical Center - Bay Area - Heart|7101 South Padre Island DriveCorpus Christi, Texas 78412|http://ccmedicalcenter.com

Corpus Christi Medical Center - DRMC|3315 S Alameda St.Corpus Christi, Texas 78411-1820|http://ccmedicalcenter.com

Covenant Hospital Plainview|2601 Dimmitt RoadPlainview, Texas 79072-1833|

Covenant Medical Center|3615 19th StreetLubbock, Texas 79410-1201|http://covenanthealth.org

Covenant Medical Center|1447 N. Harrison StreetSaginaw, Michigan 48602-4785|https://covenanthealthcare.com

Cox Medical Center Branson|525 Branson Landing BlvdBranson, Missouri 65616|

Cox Medical Center South|3801 South National AvenueSpringfield, Missouri 65807|

Crestwood Medical Center|One Hospital DriveHuntsville, Alabama 35801-3403|http://crestwoodmedcenter.com

Crisp Regional Hospital|902 North Seventh StreetCordele, Georgia 31015-5007|http://crispregional.org

Crossroads Community Hospital|8 Doctors Park RoadMount Vernon, Illinois 62864-6224|

Crouse Hospital|736 Irving AvenueSyracuse, New York 13210-1690|https://www.crouse.org/

Crozer Chester Medical Center|One Medical Center BoulevardUpland, Pennsylvania 19013-3995|

Cullman Regional Medical Center|1912 Alabama Highway 157Cullman, Alabama 35058|

Cumberland Medical Center|421 South Main StreetCrossville, Tennessee 38555-5031|https://www.cmchealthcare.org/

D. W. McMillan Memorial Hospital|1301 Belleville AvenueBrewton, Alabama 36426-1306|

DCH Regional Medical Center|809 University Boulevard E.Tuscaloosa, Alabama 35401-9961|http://www.dchsystem.com

DLP Conemaugh Memorial Medical Center|1086 Franklin StreetJohnstown, Pennsylvania 15905-4398|http://www.conemaugh.org

DOCTORS HOSPITAL OF SARASOTA|5731 BEE RIDGE ROADSARASOTA, Florida 34233-5056|http://doctorsofsarasota.com

Dallas Medical Center|7 Medical ParkwayDallas, Texas 75234|https://www.dallasmedcenter.com/

Dallas Regional Medical Center|1011 N. Galloway AvenueMesquite, Texas 75149-2433|http://www.dallasregionalmedicalcenter.com/

Dameron Hospital|525 W. Acacia StreetStockton, California 95203-2484|

Danbury Hospital|24 Hospital AvenueDanbury, Connecticut 06810-6099|

Danville Regional Medical Center|142 S. Main StreetDanville, Virginia 24541-2922|http://danvilleregional.com

Dartmouth-Hitchcock Medical Center|1 Medical Center DriveLebanon, New Hampshire 03756-0001|https://www.dartmouth-hitchcock.org/

Daviess Community Hospital|1314 E. Walnut StreetWashington, Indiana 47501-2198|http://dchosp.org

Davis Hospital and Medical Center|1600 W Antelope DriveLayton, Utah 84041-1142|http://www.davishospital.org

Davis Medical Center|812 Gorman AvenueElkins, West Virginia 26241|

Davis Regional Medical Center|218 Old Mocksville RoadStatesville, North Carolina 28625-1930|

Day Kimball Hospital|320 Pomfret StreetPutnam, Connecticut 06260-0901|

DeKalb Regional Medical Center|200 Medical Center DriveFort Payne, Alabama 35968-3415|

DeTar Hospital Navarro|506 East San Antonio StreetVictoria, Texas 77902-6060|https://detar.com

DeTar Hospital North|101 Medical DriveVictoria, Texas 77904|http://detar.com

Deaconess Gateway Hospital|4011 Gateway BoulevardNewburgh, Indiana 47630-8947|http://www.deaconess.com

Deaconess Henderson Hospital|1305 N. Elm StreetHenderson, Kentucky 42420-2775|http://deaconess.com

Deaconess Midtown Hospital|600 Mary StreetEvansville, Indiana 47747-0001|http://www.deaconess.com

Decatur Memorial Hospital|2300 N. Edward StreetDecatur, Illinois 62526-4192|http://dmhcares.com

Decatur Morgan Hospital - Decatur Campus|1201 7th Street SEDecatur, Alabama 35601-3303|

Deer Valley Medical Center|19829 North 27th AvenuePhoenix, Arizona 85027-4002|http://honorhealth.com

Del Sol Medical Center|10301 Gateway West Blvd.El Paso, Texas 79925|http://laspalmasdelsolhealthcare.com

Delano Regional Medical Center|1401 Garces HighwayDelano, California 93215-3690|

Delaware County Memorial Hospital|501 North Lansdowne AvenueDrexel Hill, Pennsylvania 19026-1114|

Dell Seton Medical Center at the University of Texas|1500 Red River StAustin, Texas 78701|https://www.seton.net/locations/dell-seton/

Delray Medical Center|5352 Linton BoulevardDelray Beach, Florida 33484-6580|http://delraymedicalctr.com

Delta County Memorial Hospital|1501 E. 3rd StreetDelta, Colorado 81416-2297|https://deltahospital.org

Delta Health The Medical Center|1400 East Union StreetGreenville, Mississippi 38703|http://www.deltaregional.com

Denver Health Medical Center|777 Bannock StreetDenver, Colorado 80204-4507|http://www.denverhealth.org

Desert Regional Medical Center|1150 N. Indian Canyon DrivePalm Springs, California 92262-4872|http://www.desertcarenetwork.com

Desert Springs Hospital Medical Center|2075 E. Flamingo RoadLas Vegas, Nevada 89119|https://www.desertspringshospital.com/

Desert Valley Hospital|16850 Bear Valley RoadVictorville, California 92395|https://www.dvmc.com/

Detroit Receiving Hospital and University Health Center|4201 St. Antoine StreetDetroit, Michigan 48201-2194|http://www.dmc.org/locations/detail/dmc-detroit-receiving-hospital

Dickinson County Healthcare System|1721 S. Stephenson AvenueIron Mountain, Michigan 49801-3637|http://DCHS.ORG

Dignity Health St. Bernardine Medical Center|2101 N. Waterman AvenueSan Bernardino, California 92404-4836|https://www.dignityhealth.org/socal/locations/stbernardinemedical

Divine Savior Healthcare|2817 New Pinery RoadPortage, Wisconsin 53901-0387|

Doctors Community Hospital|8118 Good Luck RoadLanham, Maryland 20706-3596|http://dchweb.org

Doctors Hospital at Renaissance|5501 S. MCcoll rd.Edinburg, Texas 78539-9152|http://dhrhealth.com

Doctors Hospital of Augusta|3651 WHEELER RDAugusta, Georgia 30909-6521|https://doctors-hospital.net

Doctors Hospital of Laredo|10700 McPherson RoadLaredo, Texas 78045|http://www.doctorshosplaredo.com

Doctors Hospital of Manteca|1205 E. North StreetManteca, California 95336-4900|http://doctorsmanteca.com

Doctors Medical Center of Modesto|1441 Florida AvenueModesto, California 95350-4418|http://www.dmc-modesto.com

Dominican Hospital|1555 Soquel DriveSanta Cruz, California 95065-1794|http://dominicanhospital.org

Doylestown Hospital|595 West State StreetDoylestown, Pennsylvania 18901-2597|http://doylestownhealth.org

Duke Raleigh Hospital|3400 Wake Forest RoadRaleigh, North Carolina 27609-7373|http://dukehealth.org

Duke Regional Hospital|3643 N. Roxboro RoadDurham, North Carolina 27704-2763|http://dukehealth.org

Duke University Hospital|2301 Erwin RoadDurham, North Carolina 27710-0001|http://www.dukehealth.org/hospitals/duke-university-hospital/home

Duncan Regional Hospital|1407 North Whisenant DriveDuncan, Oklahoma 73533-1650|

Dupont Hospital|2520 E. Dupont RoadFort Wayne, Indiana 46825|https://theduponthospital.com/

Dyersburg Hospital|400 East Tickle StreetDyersburg, Tennessee 38024-3120|

East Alabama Medical Center|2000 Pepperell ParkwayOpelika, Alabama 36801|http://eamc.org

East Alabama Medical Center - Lanier|4800 48th StreetValley, Alabama 36854-3666|http://eamc.org

East Cooper Medical Center|2000 Hospital DriveMount Pleasant, South Carolina 29464-3294|http://eastcoopermedctr.com

East Georgia Regional Medical Center|1499 Fair RoadStatesboro, Georgia 30458|http://eastgeorgiaregional.com

East Jefferson General Hospital|4200 Houma Blvd.Metairie, Louisiana 70006|http://ejgh.org

East Liverpool City Hospital|425 W. 5th StreetEast Liverpool, Ohio 43920-2498|https://www.elch.org

East Orange General Hospital|300 Central AvenueEast Orange, New Jersey 07018|http://www.eogh.org

Eastern Idaho Regional Medical Center|3100 Channing WayIdaho Falls, Idaho 83404-7533|http://eirmc.com

Eastern New Mexico Medical Center|405 West Country Club RoadRoswell, New Mexico 88201-5209|

Eastern Niagara Hospital Lockport|521 East AvenueLockport, New York 14094-3299|

Eastside Medical Center|1700 Medical WaySnellville, Georgia 30078-2195|http://eastsidemedical.com

Eden Medical Center|20103 Lake Chabot RoadCastro Valley, California 94546-5367|

Edward Hospital|801 S. Washington StreetNaperville, Illinois 60540-7499|http://www.eehealth.org/about-us/how-we-perform

Einstein Medical Center Elkins Park|60 Township Line RoadElkins Park, Pennsylvania 19027|http://www.einstein.edu

Einstein Medical Center Montgomery|559 West Germantown PikeEast Norriton, Pennsylvania 19403|http://www.einstein.edu/montgomery

Einstein Medical Center Philadelphia|5501 Old York RoadPhiladelphia, Pennsylvania 19141-3098|http://www.einstein.edu/

Eisenhower Medical Center|39000 Bob Hope DriveRancho Mirage, California 92270-3221|https://www.eisenhowerhealth.org/

El Camino Hospital|2500 Grant RoadMountain View, California 94040|https://www.elcaminohealth.org/

El Camino Hospital Los Gatos|815 Pollard RoadLos Gatos, California 95032|http://www.elcaminohealth.org/

